ms,Sensor 1 (kg),Sensor 2 (kg),Sensor  3 (kg),Sensor 4 (kg),COP distance X,COP distance Y,Total Force (kg)
1694803,0.660931,0.656371,11.0083,12.3335,1.33886,13.3974,24.6591
1694817,0.920969,0.872035,11.7972,13.2232,1.28394,12.9939,26.8134
1694851,1.09433,1.0877,12.4088,13.8861,1.29114,12.7013,28.4769
1694863,1.24602,1.31274,13.3394,15.0026,1.39954,12.5158,30.9007
1694863,1.48439,1.48152,14.1726,15.9708,1.3556,12.3126,33.1092
1694881,1.52772,1.54716,14.5182,16.2324,1.28129,12.2729,33.8256
1694893,1.56023,1.56591,13.8712,15.6219,1.34608,12.1249,32.6192
1694903,1.56023,1.56591,13.8712,15.6219,1.34608,12.1249,32.6192
1694915,1.46272,1.4909,13.0912,14.7671,1.38258,12.1242,30.8119
1694924,1.41938,1.4909,12.2404,16.1103,3.15208,12.2071,31.2609
1694934,1.41938,1.37838,12.2404,13.8774,1.3799,12.0973,28.9155
1694944,1.20268,1.18147,10.9197,12.5254,1.53361,12.2309,25.8293
1694949,1.20268,1.18147,10.9197,12.5254,1.53361,12.2309,25.8293
1694964,1.06182,0.975179,9.44838,10.8158,1.43577,12.2598,22.3012
1694974,0.758445,0.684501,7.82638,9.08876,1.61841,12.642,18.3581
1694991,0.574251,0.51572,6.2487,7.2745,1.6548,12.7624,14.6132
1695010,0.574251,0.51572,6.2487,7.2745,1.6548,12.7624,14.6132
1695015,0.368388,0.271925,4.90146,5.73935,1.64308,13.2972,11.2811
1695025,0.238368,0.215665,3.76694,4.44844,1.89975,13.4288,8.66941
1695035,0.238368,0.215665,3.76694,4.44844,1.89975,13.4288,8.66941
1695045,0.216699,0.103144,2.88947,3.4628,1.72276,13.5619,6.67211
1695050,0.130019,0.0937672,2.21585,2.62545,1.84275,13.6745,5.06509
1695060,0.130019,0.0937672,2.21585,2.62545,1.84275,13.6745,5.06509
1695070,0.119184,0.00937672,1.48019,1.83171,1.75641,13.879,3.44046
1695080,0.119184,0.00937672,1.48019,1.83171,1.75641,13.879,3.44046
1695091,0.0975143,0.0562603,0.83316,1.07286,2.40855,12.7603,2.05979
1695103,0.108349,0.103144,0.407716,0.532068,2.58726,9.48891,1.15128
1695110,0.108349,0.103144,0.407716,0.532068,2.58726,9.48891,1.15128
1695129,0.108349,0.0562603,0.106361,0.218061,0,0,0.489031
1695136,0.0650096,0.0468836,0,0.0348897,0,0,0.146783
1695153,0.0325048,0.0562603,0,0.0261673,0,0,0.114932
1695163,0.0325048,0.0562603,0,0.0261673,0,0,0.114932
1695173,0.0433397,0.0187534,0,0.0174448,0,0,0.079538
1695183,0.0433397,0,0,0.00872242,0,0,0.0520621
1695193,0.0433397,0,0,0.00872242,0,0,0.0520621
1695225,0.0866794,0,0,0,0,0,0.0866794
1695235,0.108349,0,0,0,0,0,0.108349
1695245,0.108349,0,0,0,0,0,0.108349
1695255,0.0650096,0,0,0.0174448,0,0,0.0824544
1695262,0.0216699,0,0,0,0,0,0.0216699
1695284,0.0650096,0.00937672,0,0,0,0,0.0743863
1695294,0.0650096,0.00937672,0,0,0,0,0.0743863
1695304,0.0108349,0.00937672,0,0,0,0,0.0202117
1695314,0.0650096,0.0656371,1.55109,1.81426,1.88642,13.8789,3.49601
1695336,0,0,4.27216,4.96306,1.87029,15,9.23522
1695347,0.195029,0.0281302,6.30188,7.20472,1.34006,14.5124,13.7298
1695351,0.195029,0.0281302,6.30188,7.20472,1.34006,14.5124,13.7298
1695365,0.487572,0.309432,6.85141,7.87635,1.36363,13.4599,15.5248
1695375,0.487572,0.309432,6.85141,7.87635,1.36363,13.4599,15.5248
1695385,0.639261,0.525097,7.82638,9.05387,1.54247,13.0642,18.0446
1695395,0.72594,0.656371,8.95203,10.528,1.80512,13.0122,20.8623
1695406,0.72594,0.656371,8.95203,10.528,1.80512,13.0122,20.8623
1695418,0.823454,0.834528,9.64338,11.4351,1.98227,12.8123,22.7365
1695436,0.823454,0.834528,9.64338,11.4351,1.98227,12.8123,22.7365
1695449,1.02932,1.01269,10.3347,12.3858,2.05399,12.5261,24.7626
1695459,1.17017,1.26586,11.5224,13.6331,1.99917,12.3513,27.5916
1695463,1.17017,1.26586,11.5224,13.6331,1.99917,12.3513,27.5916
1695469,1.38687,1.46277,12.5328,14.8543,1.98213,12.1727,30.2368
1695475,1.64691,1.69719,13.5521,15.8923,1.82259,11.9403,32.7885
1695483,1.64691,1.69719,13.5521,15.8923,1.82259,11.9403,32.7885
1695491,1.84194,1.92223,14.3321,16.6075,1.69698,11.746,34.7038
1695503,1.84194,1.92223,14.3321,16.6075,1.69698,11.746,34.7038
1695513,1.92862,2.10039,14.7842,17.1936,1.79219,11.6431,36.0068
1695523,2.06947,2.22228,15.0944,17.6583,1.83344,11.5244,37.0444
1695535,2.06947,2.22228,15.0944,17.6583,1.83344,11.5244,37.0444
1695545,2.09114,2.27854,15.0855,17.6777,1.87137,11.4697,37.1329
1695552,2.09114,2.30667,14.7132,17.3195,1.9364,11.3785,36.4305
1695586,2.09114,2.30667,14.7132,17.3195,1.9364,11.3785,36.4305
1695593,2.0153,2.19415,14.0839,16.5464,1.89535,11.3753,34.8398
1695603,1.64691,1.70656,12.1074,14.3571,1.93621,11.6261,29.818
1695614,1.64691,1.70656,12.1074,14.3571,1.93621,11.6261,29.818
1695624,1.45188,1.50028,10.6893,12.6998,1.95414,11.6378,26.3413
1695635,1.24602,1.18147,9.21794,11.1124,2.01017,11.8,22.7578
1695644,1.24602,1.18147,9.21794,11.1124,2.01017,11.8,22.7578
1695655,0.975143,1.03144,7.6048,9.07132,2.03774,11.7779,18.6827
1695667,0.975143,1.03144,7.6048,9.07132,2.03774,11.7779,18.6827
1695673,0.736775,0.731384,5.86757,7.02155,2.00001,11.9322,14.3573
1695683,0.509242,0.468836,4.17466,4.95434,1.82859,12.0969,10.1071
1695693,0.509242,0.468836,4.17466,4.95434,1.82859,12.0969,10.1071
1695703,0.325048,0.243795,2.74765,3.31452,1.83084,12.4264,6.63102
1695713,0.205864,0.140651,1.67518,2.07594,2.04716,12.4631,4.09763
1695730,0.205864,0.140651,1.67518,2.07594,2.04716,12.4631,4.09763
1695746,0.119184,0.0656371,0.895203,1.05541,1.24872,12.4035,2.13544
1695753,0.119184,0.0656371,0.895203,1.05541,1.24872,12.4035,2.13544
1695763,0.0433397,0,0.407716,0.514623,1.64565,13.6536,0.965679
1695769,0.0758445,0,0.124088,0.279117,0,0,0.47905
1695780,0.0758445,0,0.124088,0.279117,0,0,0.47905
1695784,0.0866794,0.0562603,0.0088634,0.104669,0,0,0.256472
1695799,0.0325048,0,0,0.061057,0,0,0.0935617
1695804,0.0325048,0,0,0.061057,0,0,0.0935617
1695820,0.0433397,0,0,0,0,0,0.0433397
1695830,0.0433397,0,0,0,0,0,0.0433397
1695834,0.0216699,0,0,0,0,0,0.0216699
1695850,0,0.00937672,0,0.0261673,0,0,0.035544
1695860,0,0.00937672,0,0.0261673,0,0,0.035544
1695870,0.0650096,0.0656371,0,0.061057,0,0,0.191704
1695875,0.0216699,0,0,0,0,0,0.0216699
1695898,0.0650096,0.0281302,0,0,0,0,0.0931397
1695908,0.0650096,0.0281302,0,0,0,0,0.0931397
1695918,0.0108349,0.0187534,0,0,0,0,0.0295884
1695953,0,0.0187534,0,0.0261673,0,0,0.0449207
1695959,0,0.0187534,0,0.0261673,0,0,0.0449207
1695981,0.0650096,0,0.717935,0.915854,1.95593,13.852,1.6988
1696002,0.0975143,0,1.40928,1.68343,1.38417,14.083,3.19022
1696013,0.173359,0.0187534,2.89833,3.33197,1.08615,14.1026,6.42241
1696023,0.173359,0.0187534,2.89833,3.33197,1.08615,14.1026,6.42241
1696035,0.270873,0.112521,5.66371,6.48076,1.31446,14.0819,12.5279
1696038,0.314213,0.300055,8.53545,9.70806,1.53577,14.0228,18.8578
1696048,0.314213,0.300055,8.53545,9.70806,1.53577,14.0228,18.8578
1696060,0.628426,0.590734,10.2018,11.5398,1.41579,13.4071,22.9607
1696083,0.79095,0.759515,11.1856,12.6213,1.38451,13.1657,25.3574
1696095,0.899299,0.975179,11.682,13.2319,1.5173,12.9008,26.7884
1696098,0.899299,0.975179,11.682,13.2319,1.5173,12.9008,26.7884
1696107,0.985978,1.10645,12.001,13.6855,1.62435,12.7403,27.779
1696117,1.08349,1.21897,12.329,14.2088,1.74697,12.6049,28.8403
1696128,1.08349,1.21897,12.329,14.2088,1.74697,12.6049,28.8403
1696138,1.26769,1.37838,12.4797,14.3746,1.69963,12.3091,29.5003
1696148,1.26769,1.37838,12.4797,14.3746,1.69963,12.3091,29.5003
1696158,1.26769,1.34087,12.3822,14.2263,1.64056,12.3215,29.217
1696168,1.35437,1.44402,12.0276,13.8687,1.68208,12.0743,28.6947
1696178,1.35437,1.44402,12.0276,13.8687,1.68208,12.0743,28.6947
1696188,1.22435,1.29399,11.2477,12.9702,1.67584,12.1742,26.7362
1696198,1.04015,1.10645,10.0865,11.6619,1.71754,12.305,23.895
1696213,1.04015,1.10645,10.0865,11.6619,1.71754,12.305,23.895
1696220,0.79095,0.722008,8.44682,9.81272,1.63986,12.7045,19.7725
1696236,0.79095,0.722008,8.44682,9.81272,1.63986,12.7045,19.7725
1696253,0.368388,0.318809,4.87487,5.71319,1.74882,13.1716,11.2753
1696263,0.368388,0.318809,4.87487,5.71319,1.74882,13.1716,11.2753
1696273,0.238368,0.196911,3.39468,4.0472,1.93936,13.3422,7.87716
1696282,0.0866794,0.0187534,2.32221,2.70395,1.52884,14.3836,5.13159
1696328,0.0975143,0,1.38269,1.60493,1.01066,14.0518,3.08513
1696334,0.0975143,0,1.38269,1.60493,1.01066,14.0518,3.08513
1696344,0.0650096,0.0562603,0.239312,0.340174,3.28622,9.80833,0.700756
1696364,0.0541746,0.0656371,0.0177268,0.174448,0,0,0.311987
1696372,0.0541746,0.0656371,0.0177268,0.174448,0,0,0.311987
1696382,0.0650096,0,0,0.0348897,0,0,0.0998992
1696387,0.0433397,0.00937672,0,0,0,0,0.0527164
1696394,0.0433397,0.00937672,0,0,0,0,0.0527164
1696404,0.0325048,0.0656371,0,0,0,0,0.0981418
1696414,0.0325048,0.00937672,0,0,0,0,0.0418815
1696431,0.0433397,0,0,0,0,0,0.0433397
1696441,0.0433397,0,0,0,0,0,0.0433397
1696452,0.0216699,0,0,0.0174448,0,0,0.0391147
1696462,0.0541746,0.00937672,0,0,0,0,0.0635514
1696471,0.0541746,0.00937672,0,0,0,0,0.0635514
1696483,0,0.0562603,0,0.0174448,0,0,0.0737052
1696493,0.0216699,0.0750138,0,0,0,0,0.0966836
1696509,0.0216699,0.0750138,0,0,0,0,0.0966836
1696513,0.0433397,0,0.168405,0.261673,0,0,0.473417
1696521,0.0433397,0,0.168405,0.261673,0,0,0.473417
1696534,0,0,1.0902,1.32581,2.43801,15,2.41601
1696544,0,0,2.56152,3.06157,2.22318,15,5.62309
1696567,0,0,4.88373,5.73935,2.01359,15,10.6231
1696576,0.0325048,0.0375069,6.80709,7.98102,1.98364,14.8586,14.8581
1696589,0.0325048,0.0375069,6.80709,7.98102,1.98364,14.8586,14.8581
1696593,0.238368,0.131274,8.39364,9.84761,1.80926,14.4041,18.6109
1696604,0.238368,0.131274,8.39364,9.84761,1.80926,14.4041,18.6109
1696619,0.227533,0.290678,9.97132,11.5921,1.90647,14.296,22.0816
1696627,0.368388,0.440706,10.707,12.5777,2.01614,13.9926,24.0938
1696634,0.368388,0.440706,10.707,12.5777,2.01614,13.9926,24.0938
1696644,0.379222,0.506343,11.2033,13.1447,2.04932,13.9472,25.2336
1696654,0.444232,0.646994,11.877,13.9908,2.14824,13.7857,26.9589
1696665,0.444232,0.646994,11.877,13.9908,2.14824,13.7857,26.9589
1696695,0.617591,0.778268,12.6924,14.9502,2.08217,13.5579,29.0385
1696705,0.834289,1.05019,14.1992,16.6249,2.0191,13.2716,32.7086
1696723,0.931804,1.04082,14.1726,16.5028,1.86785,13.1874,32.648
1696736,0.877629,1.09708,13.756,16.0056,1.94501,13.1333,31.7363
1696745,0.877629,1.09708,13.756,16.0056,1.94501,13.1333,31.7363
1696755,0.801785,1.05957,13.2774,15.5957,2.09545,13.1831,30.7344
1696765,0.801785,1.05957,13.2774,15.5957,2.09545,13.1831,30.7344
1696775,0.834289,0.937672,12.9051,15.0113,1.86063,13.2094,29.6884
1696786,0.780115,0.909542,12.2935,14.3658,1.94162,13.2119,28.349
1696808,0.736775,0.900165,11.549,13.511,1.99031,13.1605,26.697
1696818,0.736775,0.900165,11.549,13.511,1.99031,13.1605,26.697
1696828,0.671765,0.768891,10.6006,12.3684,1.91,13.2294,24.4097
1696838,0.606756,0.684501,9.24453,10.7809,1.89304,13.1828,21.3167
1696848,0.606756,0.684501,9.24453,10.7809,1.89304,13.1828,21.3167
1696864,0.530911,0.51572,7.81752,9.0626,1.71515,13.2485,17.9267
1696868,0.346718,0.365692,6.39937,7.41406,1.779,13.5287,14.5258
1696878,0.346718,0.365692,6.39937,7.41406,1.779,13.5287,14.5258
1696888,0.184194,0.225041,4.91032,5.70446,1.89357,13.8863,11.024
1696894,0.184194,0.225041,4.91032,5.70446,1.89357,13.8863,11.024
1696912,0.162524,0.140651,3.32377,3.91637,1.89148,13.7943,7.54332
1696916,0.108349,0.0562603,2.09176,2.451,1.63121,13.9509,4.70737
1696929,0.108349,0.0562603,2.09176,2.451,1.63121,13.9509,4.70737
1696934,0.0108349,0,1.10792,1.27347,1.61684,14.8641,2.39223
1696947,0,0.00937672,0.336809,0.479733,4.61004,14.6594,0.825919
1696957,0,0.00937672,0.336809,0.479733,4.61004,14.6594,0.825919
1696966,0.0758445,0,0,0.0261673,0,0,0.102012
1696996,0.0758445,0,0,0.00872242,0,0,0.0845669
1696998,0.0433397,0.00937672,0,0,0,0,0.0527164
1697017,0.0433397,0.00937672,0,0,0,0,0.0527164
1697024,0.0866794,0,0,0,0,0,0.0866794
1697026,0.0433397,0.00937672,0,0,0,0,0.0527164
1697055,0.0433397,0.00937672,0,0,0,0,0.0527164
1697062,0.0433397,0,0,0,0,0,0.0433397
1697065,0.0433397,0.0468836,0,0,0,0,0.0902233
1697080,0.0866794,0.00937672,0,0.0348897,0,0,0.130946
1697091,0.0866794,0.00937672,0,0.0348897,0,0,0.130946
1697100,0.0758445,0.0843905,0,0,0,0,0.160235
1697118,0.0433397,0.0468836,0,0,0,0,0.0902233
1697122,0.0433397,0.0468836,0,0,0,0,0.0902233
1697130,0.0433397,0.0468836,0,0,0,0,0.0902233
1697140,0.0433397,0.0468836,0,0,0,0,0.0902233
1697151,0.0216699,0,0,0,0,0,0.0216699
1697156,0.0758445,0.0375069,0,0.0348897,0,0,0.148241
1697169,0.0758445,0.0375069,0,0.0348897,0,0,0.148241
1697186,0.0108349,0.0468836,0,0,0,0,0.0577185
1697190,0.0433397,0.0375069,0,0,0,0,0.0808466
1697200,0.0433397,0.0375069,0,0,0,0,0.0808466
1697211,0,0.0375069,0,0.0348897,0,0,0.0723966
1697221,0,0.0375069,0,0.0348897,0,0,0.0723966
1697231,0.108349,0,0,0,0,0,0.108349
1697238,0.0216699,0.0468836,0,0,0,0,0.0685535
1697260,0.0216699,0,0,0,0,0,0.0216699
1697277,0.0541746,0.0281302,0,0,0,0,0.0823048
1697280,0.0541746,0.0281302,0,0,0,0,0.0823048
1697293,0.0541746,0.0468836,0,0,0,0,0.101058
1697303,0.0541746,0.0468836,0,0,0,0,0.101058
1697313,0.0866794,0,0,0,0,0,0.0866794
1697323,0,0,0,0,0,0,0
1697339,0.0433397,0.0843905,0,0,0,0,0.12773
1697357,0.0216699,0,0,0,0,0,0.0216699
1697359,0.0216699,0,0,0,0,0,0.0216699
1697375,0.0433397,0.0281302,0,0.0436121,0,0,0.115082
1697379,0.0433397,0.0281302,0,0.0436121,0,0,0.115082
1697389,0.0108349,0,0,0,0,0,0.0108349
1697399,0.0758445,0.0468836,0,0,0,0,0.122728
1697423,0.0433397,0.0750138,0,0,0,0,0.118353
1697429,0.0216699,0.00937672,0,0,0,0,0.0310466
1697439,0.0216699,0.00937672,0,0,0,0,0.0310466
1697449,0.0216699,0.0281302,0,0,0,0,0.0498
1697465,0.0216699,0.0281302,0,0,0,0,0.0498
1697469,0,0,0,0,0,0,0
1697484,0.0325048,0.0281302,0,0,0,0,0.0606349
1697500,0.0758445,0.0281302,0,0,0,0,0.103975
1697510,0.0108349,0.00937672,0,0,0,0,0.0202117
1697520,0.0108349,0.00937672,0,0,0,0,0.0202117
1697534,0.0758445,0.0187534,0,0,0,0,0.0945979
1697545,0.0758445,0.0187534,0,0,0,0,0.0945979
1697555,0.0650096,0,0,0,0,0,0.0650096
1697565,0,0.0187534,0,0,0,0,0.0187534
1697576,0,0.0187534,0,0,0,0,0.0187534
1697584,0.0758445,0.00937672,0,0,0,0,0.0852212
1697596,0.0541746,0.0281302,0,0,0,0,0.0823048
1697605,0.0541746,0.0281302,0,0,0,0,0.0823048
1697615,0,0,0,0,0,0,0
1697625,0,0,0,0,0,0,0
1697635,0,0.0468836,0,0,0,0,0.0468836
1697645,0.0433397,0,0,0,0,0,0.0433397
1697661,0.0758445,0.0187534,0,0,0,0,0.0945979
1697673,0,0.00937672,0,0,0,0,0.00937672
1697697,0.0650096,0.0187534,0,0,0,0,0.083763
1697709,0.0650096,0.0187534,0,0,0,0,0.083763
1697716,0,0,0,0,0,0,0
1697721,0,0.0468836,0,0.00872242,0,0,0.055606
1697736,0,0.0468836,0,0.00872242,0,0,0.055606
1697747,0.0758445,0.0281302,0,0,0,0,0.103975
1697756,0,0.0281302,0,0,0,0,0.0281302
1697763,0,0,0,0,0,0,0
1697791,0.0758445,0.0281302,0,0,0,0,0.103975
1697798,0,0.0375069,0,0,0,0,0.0375069
1697802,0,0,0,0,0,0,0
1697813,0,0,0,0,0,0,0
1697823,0.0975143,0.0187534,0,0,0,0,0.116268
1697833,0.0975143,0.0187534,0,0,0,0,0.116268
1697849,0.0433397,0,0,0,0,0,0.0433397
1697853,0.0325048,0.0187534,0,0,0,0,0.0512582
1697868,0.0325048,0.0187534,0,0,0,0,0.0512582
1697878,0.0758445,0.0187534,0,0.0174448,0,0,0.112043
1697884,0.0541746,0,0,0.0174448,0,0,0.0716195
1697893,0.0541746,0,0,0.0174448,0,0,0.0716195
1697904,0.0758445,0,0,0,0,0,0.0758445
1697914,0.0758445,0,0,0,0,0,0.0758445
1697924,0.0433397,0.0187534,0,0.0261673,0,0,0.0882604
1697934,0.0541746,0.0187534,0,0,0,0,0.0729281
1697954,0,0,0,0,0,0,0
1697964,0.0433397,0,0,0,0,0,0.0433397
1697974,0.0433397,0,0,0,0,0,0.0433397
1697990,0,0.0375069,0,0,0,0,0.0375069
1697993,0,0.0375069,0,0,0,0,0.0375069
1698003,0.0650096,0.0187534,0,0,0,0,0.083763
1698016,0.0433397,0.0468836,0,0.0523345,0,0,0.142558
1698027,0.0433397,0.0468836,0,0.0523345,0,0,0.142558
1698036,0.0108349,0.00937672,0,0.0174448,0,0,0.0376565
1698046,0.0433397,0.0187534,0,0,0,0,0.0620932
1698068,0.0216699,0.00937672,0,0,0,0,0.0310466
1698078,0.0216699,0.00937672,0,0,0,0,0.0310466
1698095,0.0108349,0.0375069,0,0,0,0,0.0483418
1698099,0.0650096,0.0375069,0,0,0,0,0.102516
1698109,0.0650096,0.0375069,0,0,0,0,0.102516
1698119,0.0541746,0.0281302,0,0,0,0,0.0823048
1698129,0.0325048,0,0,0,0,0,0.0325048
1698158,0.0325048,0,0,0,0,0,0.0325048
1698164,0.0541746,0,0,0.00872242,0,0,0.0628971
1698167,0,0,0,0,0,0,0
1698175,0,0,0,0.0348897,0,0,0.0348897
1698185,0,0,0,0.0348897,0,0,0.0348897
1698197,0,0.0375069,0,0,0,0,0.0375069
1698206,0.0758445,0.00937672,0,0,0,0,0.0852212
1698218,0.0758445,0.00937672,0,0,0,0,0.0852212
1698228,0.0541746,0.0187534,0,0,0,0,0.0729281
1698238,0.0541746,0.0187534,0,0,0,0,0.0729281
1698248,0.0433397,0,0,0,0,0,0.0433397
1698258,0.0216699,0.00937672,0,0,0,0,0.0310466
1698267,0.0216699,0.00937672,0,0,0,0,0.0310466
1698277,0.0541746,0.0281302,0,0,0,0,0.0823048
1698298,0.0650096,0.00937672,0,0.0174448,0,0,0.0918311
1698308,0.0975143,0.0562603,0,0,0,0,0.153775
1698317,0.0975143,0.0562603,0,0,0,0,0.153775
1698328,0.0216699,0,0,0,0,0,0.0216699
1698337,0.0108349,0.0656371,0,0,0,0,0.076472
1698360,0.0325048,0.0187534,0,0,0,0,0.0512582
1698376,0,0.00937672,0,0.00872242,0,0,0.0180991
1698386,0.0433397,0.00937672,0.0177268,0.061057,0,0,0.1315
1698407,0,0,0,0,0,0,0
1698417,0.0650096,0,0,0,0,0,0.0650096
1698430,0.0650096,0,0,0,0,0,0.0650096
1698438,0.0541746,0.121897,0,0,0,0,0.176072
1698453,0.0541746,0.121897,0,0,0,0,0.176072
1698463,0.0433397,0,0,0.00872242,0,0,0.0520621
1698466,0.0541746,0,0,0.0174448,0,0,0.0716195
1698482,0.0541746,0,0,0.0174448,0,0,0.0716195
1698491,0,0.0656371,0,0,0,0,0.0656371
1698500,0.130019,0.00937672,0,0,0,0,0.139396
1698525,0.130019,0.00937672,0,0,0,0,0.139396
1698532,0.0433397,0.0562603,0,0.0436121,0,0,0.143212
1698542,0.0650096,0.00937672,0,0.00872242,0,0,0.0831087
1698551,0.0650096,0.0281302,0,0,0,0,0.0931397
1698562,0.0650096,0.0281302,0,0,0,0,0.0931397
1698571,0.0433397,0.00937672,0.0709072,0.270395,0,0,0.394019
1698582,0,0,1.55109,2.59056,6.27445,15,4.14165
1698591,0,0,1.55109,2.59056,6.27445,15,4.14165
1698601,0,0,4.45829,6.6901,5.00478,15,11.1484
1698620,0,0,7.13504,9.8825,4.03623,15,17.0175
1698630,0,0,6.38165,8.87943,4.09175,15,15.2611
1698646,0,0,6.38165,8.87943,4.09175,15,15.2611
1698651,0.0433397,0,4.68874,6.37609,3.70001,14.883,11.1082
1698659,0,0,3.30605,4.50949,3.84952,15,7.81554
1698670,0,0,3.30605,4.50949,3.84952,15,7.81554
1698680,0.0758445,0.0562603,2.10949,2.94818,3.94577,14.2364,5.18977
1698690,0.0758445,0.0562603,2.10949,2.94818,3.94577,14.2364,5.18977
1698707,0.130019,0,1.23201,1.84043,3.73462,13.782,3.20246
1698714,0.195029,0.0750138,0.567258,0.950744,3.6838,10.4692,1.78804
1698729,0.140854,0.0375069,0.115224,0.296562,3.30388,5.93306,0.590147
1698748,0.140854,0.00937672,0,0.0523345,0,0,0.202565
1698754,0.140854,0.00937672,0,0.0523345,0,0,0.202565
1698762,0.0325048,0,0,0,0,0,0.0325048
1698770,0.0325048,0,0,0,0,0,0.0325048
1698784,0,0.0281302,0,0,0,0,0.0281302
1698795,0.130019,0.0375069,0,0,0,0,0.167526
1698804,0.130019,0.0375069,0,0,0,0,0.167526
1698814,0.0325048,0.0281302,0,0,0,0,0.0606349
1698824,0.0325048,0,0,0.0348897,0,0,0.0673945
1698838,0.0325048,0,0,0.0348897,0,0,0.0673945
1698841,0.0433397,0,0,0,0,0,0.0433397
1698854,0.0433397,0,0,0,0,0,0.0433397
1698864,0.0108349,0.0187534,0,0.0261673,0,0,0.0557556
1698893,0.0650096,0.0187534,0,0,0,0,0.083763
1698906,0.0650096,0.0187534,0,0,0,0,0.083763
1698924,0.0541746,0,0,0.0174448,0,0,0.0716195
1698947,0.0433397,0.0281302,0,0,0,0,0.0714699
1698957,0.0650096,0,0,0.0261673,0,0,0.0911768
1698967,0.0650096,0,0,0.0261673,0,0,0.0911768
1698977,0.0975143,0.00937672,0,0,0,0,0.106891
1698987,0.0975143,0.00937672,0,0,0,0,0.106891
1698997,0.0216699,0.00937672,1.06361,1.39559,3.20939,14.626,2.49024
1699007,0.281708,0.206288,5.256,6.55926,2.49496,13.8101,12.3033
1699017,0.281708,0.206288,5.256,6.55926,2.49496,13.8101,12.3033
1699026,0.335883,0.234418,8.22523,10.2314,2.50264,14.1008,19.0269
1699036,0.6826,0.581357,7.98592,9.94356,2.41801,13.0244,19.1934
1699052,0.985978,1.00331,8.38478,10.3971,2.44291,12.1269,20.7712
1699063,0.920969,0.993933,8.44682,10.4756,2.52164,12.2431,20.8373
1699086,0.780115,0.984556,7.22367,9.14982,2.93662,12.0813,18.1382
1699097,0.780115,0.984556,7.22367,9.14982,2.93662,12.0813,18.1382
1699108,0.758445,0.843905,6.57664,8.38225,2.85466,12.0974,16.5612
1699117,0.780115,0.862659,6.36392,8.12057,2.85107,11.9441,16.1273
1699128,0.780115,0.862659,6.36392,8.12057,2.85107,11.9441,16.1273
1699138,0.855959,0.909542,6.55005,8.32991,2.75367,11.8181,16.6455
1699153,0.834289,0.862659,6.80709,8.5567,2.60536,12.016,17.0607
1699163,0.899299,0.956426,6.91345,8.60903,2.52141,11.7965,17.3782
1699174,0.899299,0.956426,6.91345,8.60903,2.52141,11.7965,17.3782
1699183,0.845124,0.928296,6.44369,8.03335,2.57351,11.7261,16.2505
1699193,0.76928,0.815775,5.38895,6.78604,2.6228,11.5442,13.76
1699203,0.76928,0.815775,5.38895,6.78604,2.6228,11.5442,13.76
1699218,0.671765,0.581357,4.13921,5.14623,2.17443,11.4327,10.5386
1699226,0.671765,0.581357,4.13921,5.14623,2.17443,11.4327,10.5386
1699236,0.346718,0.356315,2.68561,3.34069,2.46932,11.8658,6.72933
1699260,0.238368,0.196911,1.53337,1.96254,2.46566,11.6783,3.93119
1699267,0.162524,0.0375069,0.673618,0.915854,1.63759,11.6466,1.7895
1699278,0.0866794,0,0.141814,0.244228,0,0,0.472722
1699288,0.0866794,0,0.141814,0.244228,0,0,0.472722
1699294,0.0541746,0,0,0.061057,0,0,0.115232
1699310,0.0541746,0,0,0.061057,0,0,0.115232
1699314,0.0433397,0.0468836,0,0,0,0,0.0902233
1699333,0,0.0468836,0,0,0,0,0.0468836
1699339,0,0.0468836,0,0,0,0,0.0468836
1699344,0.0866794,0,0,0,0,0,0.0866794
1699360,0.0650096,0,0,0,0,0,0.0650096
1699365,0.0650096,0,0,0,0,0,0.0650096
1699380,0.0325048,0.0187534,0,0,0,0,0.0512582
1699390,0.0325048,0.0187534,0,0,0,0,0.0512582
1699400,0.0758445,0,0,0,0,0,0.0758445
1699410,0,0,0,0,0,0,0
1699426,0.0541746,0,0,0,0,0,0.0541746
1699438,0.0433397,0,1.5245,0,-25,14.1707,1.56784
1699449,0.0433397,0,1.5245,1.41303,-1.29838,14.5638,2.98088
1699454,0.119184,0.121897,6.86027,6.36737,-0.909868,14.463,13.4687
1699476,0.119184,0.121897,6.86027,6.36737,-0.909868,14.463,13.4687
1699480,0.357553,0.225041,10.1131,9.35916,-1.10508,14.1285,20.0549
1699487,0.845124,0.618864,9.71429,9.01898,-1.1407,12.8255,20.1973
1699502,0.845124,0.618864,9.71429,9.01898,-1.1407,12.8255,20.1973
1699510,1.30019,0.965803,10.6361,9.78656,-1.30452,12.0038,22.6886
1699526,1.15934,0.947049,10.964,10.1791,-1.07233,12.282,23.2495
1699536,1.1485,0.928296,9.9536,9.28938,-1.03709,12.0776,21.3198
1699546,1.1485,0.928296,9.9536,9.28938,-1.03709,12.0776,21.3198
1699559,1.05099,0.937672,9.35089,8.78348,-0.845699,12.0352,20.123
1699568,0.985978,0.947049,8.9609,8.62648,-0.478154,12.0292,19.5204
1699579,0.985978,0.947049,8.9609,8.62648,-0.478154,12.0292,19.5204
1699588,0.996813,0.881412,8.98749,8.62648,-0.611031,12.1093,19.4922
1699598,0.996813,0.881412,8.98749,8.62648,-0.611031,12.1093,19.4922
